﻿Date;Champ;Nomenclature;Code NAF;Libellé NAF;Type de données;Nombre d'emplois vacants;Taux d'emplois vacants (en %)
2018-T3;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;12805;1.32
2018-T3;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;19956;0.84
2018-T3;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;12544;1.71
2018-T3;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;2681;0.96
2018-T3;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;1545;0.8
2018-T3;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;6546;2.23
2018-T4;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;12482;1.29
2018-T4;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;13427;1.17
2018-T4;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;29973;1.77
2018-T4;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;5946;2.01
2019-T1;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;30692;1.22
2019-T1;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;24116;1.01
2019-T1;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;7041;1.07
2019-T2;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;29795;1.18
2019-T2;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;401;0.24
2019-T2;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;23615;0.97
2019-T2;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;11923;0.89
2019-T2;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;19444;2.55
2019-T2;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;18096;1.64
2019-T2;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;5561;1.87
2019-T3;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;14525;1.44
2019-T3;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;11345;1.45
2019-T3;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;30647;1.8
2019-T3;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;2315;1.19
2019-T4;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;544;0.32
2019-T4;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;16159;1.6
2019-T4;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;12276;0.91
2019-T4;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;19765;2.59
2019-T4;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;6811;1.03
2019-T4;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;22093;1.96
2019-T4;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;16475;1.4
2019-T4;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;2982;1.01
2019-T4;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;35534;2.06
2019-T4;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;7270;2.43
2020-T1;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;;
2020-T1;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;;
2020-T1;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;;
2020-T1;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;;
2020-T2;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;378;0.22
2020-T2;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;1116;0.77
2020-T2;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;15242;1.48
2020-T2;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;15861;2.1
2020-T2;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;8307;2.86
2020-T3;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;104;0.56
2020-T3;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;124;0.07
2020-T3;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;18251;1.62
2020-T3;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;9746;0.84
2020-T4;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;215;1.18
